fips,county,state,state_code,male,female,median_age,population,female_percentage,lat,long
29009,Barry County,Missouri,MO,17823,17670,43.5,35493,49.78446454,36.70986228,-93.82905567
29011,Barton County,Missouri,MO,5865,5985,41.4,11850,50.50632911,37.50232143,-94.34712534
29013,Bates County,Missouri,MO,8014,8360,41.8,16374,51.05655307,38.25726018,-94.3400228
29015,Benton County,Missouri,MO,9354,9635,53.3,18989,50.73990205,38.29484861,-93.28792737
29017,Bollinger County,Missouri,MO,6140,6141,44.1,12281,50.00407133,37.3221838,-90.02592435
29019,Boone County,Missouri,MO,85827,90688,30.8,176515,51.3769368,38.99061664,-92.30967501
29021,Buchanan County,Missouri,MO,44691,44385,37.4,89076,49.82823656,39.65978627,-94.80588685
29023,Butler County,Missouri,MO,20823,21910,40.1,42733,51.27185079,36.71641166,-90.40657485
29025,Caldwell County,Missouri,MO,4585,4464,42.6,9049,49.33141784,39.65573553,-93.98269339
29027,Callaway County,Missouri,MO,22874,21966,38.6,44840,48.98751115,38.83551113,-91.92603002
29029,Camden County,Missouri,MO,22328,22768,51.1,45096,50.48784815,38.02702727,-92.7660399
29031,Cape Girardeau County,Missouri,MO,37932,40392,36.6,78324,51.57039988,37.38402569,-89.68446694
29033,Carroll County,Missouri,MO,4330,4513,43.1,8843,51.03471673,39.42698629,-93.50517645
29035,Carter County,Missouri,MO,3010,3187,41,6197,51.42811038,36.94123568,-90.96234244
29037,Cass County,Missouri,MO,50364,52314,39.8,102678,50.9495705,38.6469872,-94.35489154
29039,Cedar County,Missouri,MO,6961,6977,44.3,13938,50.05739704,37.72385237,-93.85660176
29041,Chariton County,Missouri,MO,3764,3782,45.5,7546,50.11926849,39.51509121,-92.96263864
29043,Christian County,Missouri,MO,40995,43280,37.9,84275,51.35568081,36.96956914,-93.18885852
29045,Clark County,Missouri,MO,3447,3353,43.9,6800,49.30882353,40.41033793,-91.73835443
29047,Clay County,Missouri,MO,117296,121868,37.1,239164,50.95582947,39.31050762,-94.42088561
29049,Clinton County,Missouri,MO,10266,10209,40.7,20475,49.86080586,39.60177278,-94.40458455
29051,Cole County,Missouri,MO,38731,38009,38.5,76740,49.5295804,38.50540705,-92.28163958
29053,Cooper County,Missouri,MO,9214,8408,39,17622,47.71308592,38.84354526,-92.81010853
29055,Crawford County,Missouri,MO,11969,12311,41.7,24280,50.70428336,37.97635704,-91.30394012
29057,Dade County,Missouri,MO,3884,3706,46.4,7590,48.82740448,37.43206461,-93.85026948
29059,Dallas County,Missouri,MO,8212,8287,43.5,16499,50.2272865,37.68041979,-93.02367037
29061,Daviess County,Missouri,MO,4187,4115,40.5,8302,49.56636955,39.96076035,-93.98549168
29063,DeKalb County,Missouri,MO,7947,4617,40.2,12564,36.747851,39.89315456,-94.40472385
29065,Dent County,Missouri,MO,7692,7812,44.4,15504,50.3869969,37.60663057,-91.50791279
29067,Douglas County,Missouri,MO,6700,6674,47.6,13374,49.90279647,36.93259192,-92.49878601
29069,Dunklin County,Missouri,MO,14623,15805,39.9,30428,51.94229,36.27211398,-90.09090926
29071,Franklin County,Missouri,MO,51339,51442,40.8,102781,50.05010654,38.41112,-91.07503081
29073,Gasconade County,Missouri,MO,7373,7373,45.8,14746,50,38.44087577,-91.50792245
29075,Gentry County,Missouri,MO,3218,3447,41.5,6665,51.71792948,40.21204849,-94.40987215
29077,Greene County,Missouri,MO,140366,148063,36,288429,51.33429718,37.25804812,-93.34199962
29079,Grundy County,Missouri,MO,4906,5133,40.8,10039,51.1305907,40.11392197,-93.56535624
29081,Harrison County,Missouri,MO,4263,4291,43,8554,50.16366612,40.35466918,-93.99204033
29083,Henry County,Missouri,MO,10643,11122,44.2,21765,51.10039054,38.38517859,-93.79275178
29085,Hickory County,Missouri,MO,4551,4817,55,9368,51.41972673,37.94079756,-93.32075053
29087,Holt County,Missouri,MO,2197,2259,48.4,4456,50.6956912,40.09441845,-95.21555765
29089,Howard County,Missouri,MO,5042,5071,39.3,10113,50.14337981,39.14250044,-92.69627275
29091,Howell County,Missouri,MO,19640,20462,40.6,40102,51.02488654,36.77402351,-91.88652541
29093,Iron County,Missouri,MO,5029,5192,45.4,10221,50.79737795,37.55515927,-90.77347762
29095,Jackson County,Missouri,MO,334604,357399,36.7,692003,51.64703043,39.00847345,-94.34613475
29097,Jasper County,Missouri,MO,58223,61015,36,119238,51.17076771,37.20355565,-94.34061072
29099,Jefferson County,Missouri,MO,110887,112415,39,223302,50.34213755,38.2610598,-90.53773141
29101,Johnson County,Missouri,MO,27715,25974,30.1,53689,48.37862504,38.74405969,-93.80641474
29103,Knox County,Missouri,MO,1989,1962,44,3951,49.65831435,40.1282422,-92.14806316
29105,Laclede County,Missouri,MO,17578,17929,40.4,35507,50.49426874,37.65831913,-92.59033978
29107,Lafayette County,Missouri,MO,16106,16483,42.3,32589,50.57841603,39.0655542,-93.78550321
29109,Lawrence County,Missouri,MO,18995,19138,39.6,38133,50.18750164,37.10638556,-93.83295889
29111,Lewis County,Missouri,MO,5100,4927,40.3,10027,49.13732921,40.09687532,-91.72210604
29113,Lincoln County,Missouri,MO,27526,28037,37,55563,50.45983838,39.05803523,-90.96006716
29115,Linn County,Missouri,MO,5861,6325,42.1,12186,51.90382406,39.87020238,-93.10719868
29117,Livingston County,Missouri,MO,6813,8263,40.3,15076,54.8089679,39.78211353,-93.54825545
29119,McDonald County,Missouri,MO,11635,11192,38.3,22827,49.02965786,36.62868997,-94.34833815
29121,Macon County,Missouri,MO,7683,7571,43.3,15254,49.63288318,39.83078275,-92.56461406
29123,Madison County,Missouri,MO,6049,6156,42.1,12205,50.43834494,37.47804673,-90.34502139
29125,Maries County,Missouri,MO,4449,4435,45,8884,49.92120666,38.16164637,-91.92485781
29127,Marion County,Missouri,MO,13745,14927,39.1,28672,52.06124442,39.80594397,-91.62243355
29129,Mercer County,Missouri,MO,1834,1830,43,3664,49.94541485,40.42233372,-93.56855068
29131,Miller County,Missouri,MO,12314,12735,40.8,25049,50.84035291,38.21450555,-92.42838369
29133,Mississippi County,Missouri,MO,7575,6173,40.4,13748,44.90107652,36.82808568,-89.2911453
29135,Moniteau County,Missouri,MO,8413,7545,37.9,15958,47.28036095,38.63275723,-92.58309197
29137,Monroe County,Missouri,MO,4402,4252,45.4,8654,49.13334874,39.49544997,-92.00073162
29139,Montgomery County,Missouri,MO,5764,5781,44,11545,50.07362495,38.94145966,-91.47022827
29141,Morgan County,Missouri,MO,9945,10192,46.1,20137,50.6132989,38.42371662,-92.88599261
29143,New Madrid County,Missouri,MO,8558,9253,41.7,17811,51.95104149,36.59459088,-89.65174111
29145,Newton County,Missouri,MO,28964,29238,39.7,58202,50.2353871,36.90550643,-94.33925588
29147,Nodaway County,Missouri,MO,11225,11322,29.2,22547,50.21510622,40.36074621,-94.88344744
29149,Oregon County,Missouri,MO,5376,5323,46.8,10699,49.7523133,36.68664391,-91.40334847
29151,Osage County,Missouri,MO,7076,6543,40.3,13619,48.04317498,38.46038433,-91.86182632
29153,Ozark County,Missouri,MO,4592,4644,51.3,9236,50.28150715,36.64931292,-92.44468628
29155,Pemiscot County,Missouri,MO,8022,9009,37.8,17031,52.89765721,36.21138389,-89.78540088
29157,Perry County,Missouri,MO,9457,9689,40.6,19146,50.60587068,37.70715831,-89.82444242
29159,Pettis County,Missouri,MO,20918,21453,37.9,42371,50.63132803,38.72829157,-93.28509782
29161,Phelps County,Missouri,MO,23541,21248,35.2,44789,47.4402197,37.87716673,-91.79233715
29163,Pike County,Missouri,MO,10217,8272,39.1,18489,44.74011574,39.34383004,-91.17137211
29165,Platte County,Missouri,MO,48720,50104,38.3,98824,50.70023476,39.38029248,-94.77381634
29167,Polk County,Missouri,MO,15435,16114,37.5,31549,51.07610384,37.61649037,-93.40053128
29169,Pulaski County,Missouri,MO,30025,22566,27.7,52591,42.90848244,37.82458078,-92.20763841
29171,Putnam County,Missouri,MO,2389,2426,46.4,4815,50.38421599,40.47891271,-93.01616564
29173,Ralls County,Missouri,MO,5178,5039,45,10217,49.31976118,39.52768457,-91.52203095
29175,Randolph County,Missouri,MO,13102,11843,39.1,24945,47.47644819,39.44013585,-92.49707868
29177,Ray County,Missouri,MO,11357,11468,41.8,22825,50.24315444,39.35238644,-93.98992328
29179,Reynolds County,Missouri,MO,3238,3077,46.1,6315,48.72525732,37.36231937,-90.96908594
29181,Ripley County,Missouri,MO,6817,6876,42.7,13693,50.21543855,36.65280539,-90.86382534
29183,St. Charles County,Missouri,MO,191641,198344,38.2,389985,50.85939203,38.78192346,-90.67487533
29185,St. Clair County,Missouri,MO,4663,4720,49.9,9383,50.30374081,38.03719356,-93.77596727
29186,Ste. Genevieve County,Missouri,MO,8979,8892,43.4,17871,49.75658889,37.89440911,-90.19452365
29187,St. Francois County,Missouri,MO,35900,30442,39.6,66342,45.88646709,37.81026606,-90.47227547
29189,St. Louis County,Missouri,MO,473610,525074,40.3,998684,52.57659079,38.64053524,-90.44334714
29195,Saline County,Missouri,MO,11559,11543,38,23102,49.96537096,39.1368469,-93.20184466
29197,Schuyler County,Missouri,MO,2219,2283,39.3,4502,50.7107952,40.47025363,-92.52091987
29199,Scotland County,Missouri,MO,2399,2499,37.5,4898,51.02082483,40.45259097,-92.14702659
29201,Scott County,Missouri,MO,18712,20017,39.9,38729,51.68478401,37.05303994,-89.56851988
29203,Shannon County,Missouri,MO,4012,4234,45.1,8246,51.3461072,37.15736115,-91.40046315
29205,Shelby County,Missouri,MO,3047,3014,41.5,6061,49.7277677,39.797764,-92.07659853
29207,Stoddard County,Missouri,MO,14365,15147,41.4,29512,51.32488479,36.85559875,-89.94430552
29209,Stone County,Missouri,MO,15409,16118,53.3,31527,51.12443303,36.74692688,-93.45598936
29211,Sullivan County,Missouri,MO,3052,3265,42.6,6317,51.68592686,40.21060077,-93.11149377
29213,Taney County,Missouri,MO,26504,28216,42.1,54720,51.56432749,36.65476005,-93.04113449
29215,Texas County,Missouri,MO,13397,12274,42.7,25671,47.81270695,37.31730082,-91.96504501
29217,Vernon County,Missouri,MO,10088,10603,40.9,20691,51.24450244,37.8505824,-94.34243589
29219,Warren County,Missouri,MO,16714,17194,40.1,33908,50.70779757,38.76460566,-91.16067059
29221,Washington County,Missouri,MO,12835,12096,40.7,24931,48.51790943,37.96168855,-90.87741368
29223,Wayne County,Missouri,MO,6544,6764,47.3,13308,50.82657048,37.11264651,-90.46140543
29225,Webster County,Missouri,MO,19436,18646,37.1,38082,48.96276456,37.28089891,-92.87588215
29227,Worth County,Missouri,MO,981,1059,47.9,2040,51.91176471,40.47910197,-94.42212318
29229,Wright County,Missouri,MO,9029,9264,42,18293,50.6423222,37.27015252,-92.46872298
29510,St. Louis city,Missouri,MO,150532,160741,35.5,311273,51.63987882,38.63582492,-90.24511587
30001,Beaverhead County,Montana,MT,4748,4645,42.1,9393,49.45171937,45.13271279,-112.8988403
30003,Big Horn County,Montana,MT,6572,6804,30.8,13376,50.86722488,45.42335612,-107.4898018
30005,Blaine County,Montana,MT,3368,3359,33.8,6727,49.9331054,48.43267934,-108.9586205
30007,Broadwater County,Montana,MT,2975,2859,46.9,5834,49.00582791,46.3324059,-111.495495
30009,Carbon County,Montana,MT,5317,5229,50.3,10546,49.5827802,45.22738699,-109.0280601
30011,Carter County,Montana,MT,649,669,50.5,1318,50.75872534,45.51679034,-104.5361595
30013,Cascade County,Montana,MT,41269,40477,38.2,81746,49.51557263,47.30795554,-111.3470378
30015,Chouteau County,Montana,MT,2839,2950,40.9,5789,50.9587148,47.88059235,-110.4352651
30017,Custer County,Montana,MT,5955,5890,40.7,11845,49.72562263,46.25267128,-105.5717285
30019,Daniels County,Montana,MT,884,869,50.7,1753,49.57216201,48.78378909,-105.5485417
30021,Dawson County,Montana,MT,4877,4314,40.5,9191,46.93722119,47.26638273,-104.8994978
30023,Deer Lodge County,Montana,MT,4835,4265,48.5,9100,46.86813187,46.06073087,-113.0679246
30025,Fallon County,Montana,MT,1472,1366,39.3,2838,48.13248767,46.3340038,-104.4173829
30027,Fergus County,Montana,MT,5682,5591,46,11273,49.59638073,47.263581,-109.2244601
30029,Flathead County,Montana,MT,48823,49259,42.1,98082,50.222263,48.2951464,-114.0496698
30031,Gallatin County,Montana,MT,54246,50483,33.5,104729,48.20345845,45.54040564,-111.1703862
30033,Garfield County,Montana,MT,605,536,43.2,1141,46.97633655,47.2776286,-106.9928979
30035,Glacier County,Montana,MT,6855,6844,31.4,13699,49.95985108,48.705138,-112.9947363
30037,Golden Valley County,Montana,MT,355,369,56,724,50.96685083,46.38122292,-109.1751536
30039,Granite County,Montana,MT,1696,1573,54.3,3269,48.11869073,46.40448603,-113.4403622
30041,Hill County,Montana,MT,8292,8147,34.5,16439,49.55897561,48.62822529,-110.1111867
30043,Jefferson County,Montana,MT,5979,5799,47.9,11778,49.23586347,46.14845796,-112.0938045
30045,Judith Basin County,Montana,MT,1058,893,52.2,1951,45.77139928,47.04543213,-110.2660271
30047,Lake County,Montana,MT,14744,15030,42.3,29774,50.48028481,47.64590583,-114.0893417
30049,Lewis and Clark County,Montana,MT,33186,33891,41,67077,50.52551545,47.12244511,-112.3904451
30051,Liberty County,Montana,MT,1146,1134,49.1,2280,49.73684211,48.56171647,-111.0245712
30053,Lincoln County,Montana,MT,9678,9680,52.6,19358,50.00516582,48.54244725,-115.4050724
30055,McCone County,Montana,MT,828,802,50.1,1630,49.20245399,47.64521209,-105.7954254
30057,Madison County,Montana,MT,4261,3957,52.6,8218,48.15040156,45.30069573,-111.9202762
30059,Meagher County,Montana,MT,966,1002,45.9,1968,50.91463415,46.59819977,-110.8856907
30061,Mineral County,Montana,MT,2135,2076,52.6,4211,49.29945381,47.14721011,-114.998283
30063,Missoula County,Montana,MT,58372,57611,35.6,115983,49.67193468,47.03651207,-113.923704
30065,Musselshell County,Montana,MT,2399,2408,48,4807,50.09361348,46.49658446,-108.3981048
30067,Park County,Montana,MT,8164,8082,46.2,16246,49.74763019,45.48834444,-110.5266617
30069,Petroleum County,Montana,MT,229,203,52.1,432,46.99074074,47.11754267,-108.2501974
30071,Phillips County,Montana,MT,2101,2023,47.2,4124,49.0543162,48.25918629,-107.9132524
30073,Pondera County,Montana,MT,3003,3041,40.5,6044,50.31436135,48.22776508,-112.2263469
30075,Powder River County,Montana,MT,820,799,53,1619,49.35145151,45.39497963,-105.63019
30077,Powell County,Montana,MT,4310,2551,45.3,6861,37.18116893,46.856351,-112.9361094
30079,Prairie County,Montana,MT,673,669,51.8,1342,49.8509687,46.86050273,-105.3779575
30081,Ravalli County,Montana,MT,20822,21080,48.8,41902,50.3078612,46.08169213,-114.1207457
30083,Richland County,Montana,MT,5740,5620,38.9,11360,49.47183099,47.78788636,-104.5614135
30085,Roosevelt County,Montana,MT,5559,5669,30.3,11228,50.48984681,48.29450728,-105.0164076
30087,Rosebud County,Montana,MT,4608,4642,36.4,9250,50.18378378,46.22970147,-106.7307053
30089,Sanders County,Montana,MT,5935,5586,53.2,11521,48.48537453,47.67477959,-115.1333008
30091,Sheridan County,Montana,MT,1794,1780,44.9,3574,49.80414102,48.72123317,-104.5046732
30093,Silver Bow County,Montana,MT,17588,17226,39.8,34814,49.48009421,45.90240169,-112.6567357
30095,Stillwater County,Montana,MT,4693,4717,46.6,9410,50.12752391,45.669039,-109.3952157
30097,Sweet Grass County,Montana,MT,1770,1883,51.5,3653,51.54667397,45.81388542,-109.9410379
30099,Teton County,Montana,MT,2994,3086,44.6,6080,50.75657895,47.83711403,-112.24083
30101,Toole County,Montana,MT,2824,2152,41.2,4976,43.24758842,48.65539831,-111.6956393
30103,Treasure County,Montana,MT,384,393,52.1,777,50.57915058,46.21145349,-107.2716308
30105,Valley County,Montana,MT,3730,3802,44.4,7532,50.4779607,48.36526507,-106.6674613
30107,Wheatland County,Montana,MT,1079,1070,40.4,2149,49.79060028,46.46629869,-109.8445709
30109,Wibaux County,Montana,MT,561,614,46,1175,52.25531915,46.96526307,-104.2489815
30111,Yellowstone County,Montana,MT,77773,80043,38.2,157816,50.71919197,45.93734437,-108.2744158
31001,Adams County,Nebraska,NE,15947,15636,37.4,31583,49.50764652,40.52447611,-98.50120921
31003,Antelope County,Nebraska,NE,3204,3168,45.3,6372,49.71751412,42.17690728,-98.06668573
31005,Arthur County,Nebraska,NE,205,213,47.1,418,50.9569378,41.56894338,-101.6958058
31007,Banner County,Nebraska,NE,346,350,48.5,696,50.28735632,41.54604323,-103.7105163
31009,Blaine County,Nebraska,NE,246,234,46.6,480,48.75,41.91277949,-99.97682596
31011,Boone County,Nebraska,NE,2641,2672,44.6,5313,50.29173725,41.70678392,-98.06723996
31013,Box Butte County,Nebraska,NE,5472,5617,40.7,11089,50.65380106,42.21977307,-103.0856583
31015,Boyd County,Nebraska,NE,1028,1014,52.3,2042,49.65719882,42.89969629,-98.76654089
31017,Brown County,Nebraska,NE,1430,1558,51.1,2988,52.14190094,42.42999822,-99.92950051
31019,Buffalo County,Nebraska,NE,24593,24437,33.3,49030,49.84091373,40.85515479,-99.07497831
31021,Burt County,Nebraska,NE,3209,3319,46.2,6528,50.84252451,41.85153151,-96.32861666
31023,Butler County,Nebraska,NE,4056,4011,43.9,8067,49.72108591,41.22607638,-97.13175614
31025,Cass County,Nebraska,NE,12929,12773,41.6,25702,49.69652167,40.90971149,-96.14087548
31027,Cedar County,Nebraska,NE,4329,4194,43.6,8523,49.20802534,42.59925422,-97.25241821
31029,Chase County,Nebraska,NE,1865,1869,45.6,3734,50.05356186,40.5241766,-101.6979837
31031,Cherry County,Nebraska,NE,2847,2943,43.6,5790,50.82901554,42.54498673,-101.1185947
31033,Cheyenne County,Nebraska,NE,4903,4949,41,9852,50.23345514,41.21976731,-102.9949571
31035,Clay County,Nebraska,NE,3165,3067,42.5,6232,49.21373556,40.52443474,-98.05128639
31037,Colfax County,Nebraska,NE,5870,4890,34.3,10760,45.44609665,41.57401085,-97.08646747
31039,Cuming County,Nebraska,NE,4505,4486,43.6,8991,49.89433878,41.91639853,-96.78738588
31041,Custer County,Nebraska,NE,5366,5464,43.2,10830,50.45244691,41.39427862,-99.72615089
31043,Dakota County,Nebraska,NE,10219,10098,33.8,20317,49.70221982,42.39112903,-96.56456904
31045,Dawes County,Nebraska,NE,4571,4325,34.9,8896,48.61735612,42.71971563,-103.1354341
31047,Dawson County,Nebraska,NE,12241,11563,35.9,23804,48.5758696,40.86994882,-99.81957622
31049,Deuel County,Nebraska,NE,892,1002,47,1894,52.90390707,41.11155615,-102.3337843
31051,Dixon County,Nebraska,NE,2884,2862,42,5746,49.80856248,42.49321265,-96.86775695
31053,Dodge County,Nebraska,NE,18126,18557,39,36683,50.58746558,41.57790456,-96.6540062
31055,Douglas County,Nebraska,NE,273743,281249,34.5,554992,50.67622596,41.29534196,-96.15428469
31057,Dundy County,Nebraska,NE,1013,1010,42.3,2023,49.92585269,40.17620052,-101.6879474
31059,Fillmore County,Nebraska,NE,2782,2792,47.7,5574,50.08970219,40.52465689,-97.5964999
31061,Franklin County,Nebraska,NE,1490,1516,50.7,3006,50.4324684,40.17632676,-98.95279856
31063,Frontier County,Nebraska,NE,1326,1283,45.5,2609,49.17592947,40.53009375,-100.3941499
31065,Furnas County,Nebraska,NE,2349,2437,46.5,4786,50.9193481,40.17644373,-99.9123095
31067,Gage County,Nebraska,NE,10826,10769,44,21595,49.86802501,40.26188993,-96.68944161
31069,Garden County,Nebraska,NE,937,923,50.3,1860,49.62365591,41.61940107,-102.3354584
31071,Garfield County,Nebraska,NE,969,1006,51.4,1975,50.93670886,41.91435621,-98.99140272
31073,Gosper County,Nebraska,NE,1000,1015,50.4,2015,50.37220844,40.51481874,-99.83070272
31075,Grant County,Nebraska,NE,380,338,45.3,718,47.07520891,41.9149707,-101.7405437
31077,Greeley County,Nebraska,NE,1207,1203,45.7,2410,49.91701245,41.56744423,-98.52121831
31079,Hall County,Nebraska,NE,30830,30513,36,61343,49.74161681,40.87257784,-98.50216662
31081,Hamilton County,Nebraska,NE,4564,4614,41.5,9178,50.2723905,40.87302317,-98.02286285
31083,Harlan County,Nebraska,NE,1781,1657,47.9,3438,48.19662595,40.17649191,-99.40464602
31085,Hayes County,Nebraska,NE,495,448,44.4,943,47.50795334,40.52477449,-101.0618573
31087,Hitchcock County,Nebraska,NE,1414,1429,46.8,2843,50.26380584,40.1763376,-101.0422556
31089,Holt County,Nebraska,NE,5142,5103,43.2,10245,49.80966325,42.45571153,-98.78383058
31091,Hooker County,Nebraska,NE,324,367,55.9,691,53.11143271,41.91606567,-101.1353202
31093,Howard County,Nebraska,NE,3227,3178,43.1,6405,49.61748634,41.22004846,-98.51710944
31095,Jefferson County,Nebraska,NE,3486,3702,45.7,7188,51.50250417,40.17573211,-97.14272179
31097,Johnson County,Nebraska,NE,3097,2100,40.6,5197,40.40792765,40.39263237,-96.26508491
31099,Kearney County,Nebraska,NE,3240,3312,40.1,6552,50.54945055,40.50670322,-98.94801428
31101,Keith County,Nebraska,NE,4141,3958,49.5,8099,48.87023089,41.19883824,-101.6612821
31103,Keya Paha County,Nebraska,NE,416,376,45.4,792,47.47474747,42.87887592,-99.71239992
31105,Kimball County,Nebraska,NE,1855,1812,45.6,3667,49.41368966,41.19776799,-103.7149173
31107,Knox County,Nebraska,NE,4150,4310,46.9,8460,50.94562648,42.63681867,-97.89190471
31109,Lancaster County,Nebraska,NE,155699,154395,33.3,310094,49.78974118,40.78417182,-96.6877531
31111,Lincoln County,Nebraska,NE,17497,17936,40.3,35433,50.61947902,41.04774161,-100.7452961
31113,Logan County,Nebraska,NE,462,424,38.9,886,47.85553047,41.5665035,-100.4828432
31115,Loup County,Nebraska,NE,291,294,56.9,585,50.25641026,41.91385121,-99.45438349
31117,McPherson County,Nebraska,NE,241,213,50.9,454,46.91629956,41.56816502,-101.060504
31119,Madison County,Nebraska,NE,17490,17674,36.8,35164,50.26163121,41.91669511,-97.60076428
31121,Merrick County,Nebraska,NE,3919,3884,43.6,7803,49.77572728,41.16903981,-98.03801992
31123,Morrill County,Nebraska,NE,2445,2396,42.5,4841,49.49390622,41.71601484,-103.0106143
31125,Nance County,Nebraska,NE,1769,1785,44.3,3554,50.22509848,41.39732361,-97.99220457
31127,Nemaha County,Nebraska,NE,3465,3539,39.3,7004,50.52826956,40.38765066,-95.84983385
31129,Nuckolls County,Nebraska,NE,2140,2135,49.3,4275,49.94152047,40.17638924,-98.04718735
31131,Otoe County,Nebraska,NE,7742,8154,41.5,15896,51.2959235,40.64850041,-96.13476498
31133,Pawnee County,Nebraska,NE,1277,1399,50,2676,52.27952167,40.13146339,-96.23706168
31135,Perkins County,Nebraska,NE,1499,1408,42.7,2907,48.43481252,40.85096591,-101.6497964
31137,Phelps County,Nebraska,NE,4578,4542,42.6,9120,49.80263158,40.51110579,-99.41454784
31139,Pierce County,Nebraska,NE,3566,3591,41.5,7157,50.17465418,42.2643608,-97.60130057
31141,Platte County,Nebraska,NE,16860,16203,38.5,33063,49.00644225,41.57129635,-97.52113913
31143,Polk County,Nebraska,NE,2540,2715,45.2,5255,51.66508088,41.18690328,-97.56843548
31145,Red Willow County,Nebraska,NE,5401,5405,41.1,10806,50.01850824,40.17582818,-100.4768771
31147,Richardson County,Nebraska,NE,3974,4035,48,8009,50.38082158,40.12504357,-95.71754775
31149,Rock County,Nebraska,NE,674,676,50.9,1350,50.07407407,42.42131375,-99.44991303
31151,Saline County,Nebraska,NE,7257,7031,35.8,14288,49.20912654,40.52406581,-97.14092156
31153,Sarpy County,Nebraska,NE,89176,89175,34.4,178351,49.99971965,41.11290795,-96.11195395
31155,Saunders County,Nebraska,NE,10628,10396,40.8,21024,49.44824962,41.2263652,-96.63737949
31157,Scotts Bluff County,Nebraska,NE,17575,18680,39.5,36255,51.52392773,41.8505872,-103.7079902
31159,Seward County,Nebraska,NE,8726,8401,37.9,17127,49.0512057,40.87237945,-97.1395198
31161,Sheridan County,Nebraska,NE,2566,2668,45.9,5234,50.97439817,42.50475031,-102.4089194
31163,Sherman County,Nebraska,NE,1527,1515,49.9,3042,49.80276134,41.22058938,-98.97620432
31165,Sioux County,Nebraska,NE,643,623,47,1266,49.21011058,42.48765466,-103.7588782
31167,Stanton County,Nebraska,NE,3002,2990,41.2,5992,49.89986649,41.91693531,-97.19391196
31169,Thayer County,Nebraska,NE,2545,2553,47,5098,50.07846214,40.17623966,-97.59495023
31171,Thomas County,Nebraska,NE,321,324,41.1,645,50.23255814,41.91358527,-100.555794
31173,Thurston County,Nebraska,NE,3545,3595,27.8,7140,50.35014006,42.15819829,-96.54402727
31175,Valley County,Nebraska,NE,2073,2151,45.5,4224,50.92329545,41.56732076,-98.9818789
31177,Washington County,Nebraska,NE,9911,10308,41.4,20219,50.98174984,41.53106395,-96.22200507
31179,Wayne County,Nebraska,NE,4716,4651,31.8,9367,49.65303726,42.20928624,-97.11926279
31181,Webster County,Nebraska,NE,1769,1802,45.2,3571,50.46205545,40.17644085,-98.49996271
31183,Wheeler County,Nebraska,NE,435,387,49.8,822,47.08029197,41.91476707,-98.52818128
31185,York County,Nebraska,NE,6693,7106,40.2,13799,51.49648525,40.87274208,-97.59711776
32001,Churchill County,Nevada,NV,12138,11872,39.5,24010,49.44606414,39.58089267,-118.3358177
32003,Clark County,Nevada,NV,1069779,1071795,37.1,2141574,50.04706818,36.21523782,-115.013537
32005,Douglas County,Nevada,NV,24102,23726,51.5,47828,49.60692481,38.91219011,-119.6163894
32007,Elko County,Nevada,NV,27199,25053,33.9,52252,47.94649009,41.14581554,-115.3577645
32009,Esmeralda County,Nevada,NV,406,575,48.3,981,58.61365953,37.78465844,-117.6323112
32011,Eureka County,Nevada,NV,921,909,47.3,1830,49.67213115,39.98386155,-116.2685845
32013,Humboldt County,Nevada,NV,8779,8125,35.6,16904,48.06554662,41.40684198,-118.1119988
32015,Lander County,Nevada,NV,3347,2399,37.2,5746,41.75078315,39.93366329,-117.0380259
32017,Lincoln County,Nevada,NV,2673,2501,45.2,5174,48.33784306,37.64332831,-114.8775403
32019,Lyon County,Nevada,NV,26757,26398,44.1,53155,49.66230834,39.02028336,-119.1891216
32021,Mineral County,Nevada,NV,2205,2243,50.1,4448,50.42715827,38.53876198,-118.4350801
32023,Nye County,Nevada,NV,22243,21462,52.7,43705,49.10650955,38.04224741,-116.4719135
32027,Pershing County,Nevada,NV,4286,2325,43.4,6611,35.1686583,40.44040934,-118.4044135
32029,Storey County,Nevada,NV,1963,1978,52.9,3941,50.19030703,39.44693227,-119.52935
32031,Washoe County,Nevada,NV,226751,223735,38.1,450486,49.66525042,40.66566754,-119.6642682
32033,White Pine County,Nevada,NV,5704,4033,39.2,9737,41.41932834,39.44210431,-114.9015451
32510,Carson City,Nevada,NV,27912,26555,42.8,54467,48.75429159,39.1511475,-119.747419
33001,Belknap County,New Hampshire,NH,29736,30904,47.1,60640,50.96306069,43.51790463,-71.42266291
33003,Carroll County,New Hampshire,NH,23845,23995,51.7,47840,50.15677258,43.87381081,-71.20309837
33005,Cheshire County,New Hampshire,NH,37221,39042,42.7,76263,51.19389481,42.91937813,-72.25118843
33007,Coos County,New Hampshire,NH,16874,15164,48.1,32038,47.33129409,44.68957026,-71.3056348
33009,Grafton County,New Hampshire,NH,44161,45650,42.9,89811,50.82896304,43.94066039,-71.8207476
33011,Hillsborough County,New Hampshire,NH,204293,206794,40.5,411087,50.30419352,42.91533316,-71.71608466
33013,Merrimack County,New Hampshire,NH,73538,75914,42.8,149452,50.79490405,43.29746512,-71.68023962
33015,Rockingham County,New Hampshire,NH,151201,153928,44.3,305129,50.44686018,42.9875554,-71.12536673
33017,Strafford County,New Hampshire,NH,62703,65534,36.9,128237,51.10381559,43.296957,-71.028868
33019,Sullivan County,New Hampshire,NH,21411,21714,46.1,43125,50.35130435,43.36142641,-72.22217146
