PropertyID,SaleDollarCnt,TransDate,censusblockgroup,ZoneCodeCounty,Usecode,BedroomCnt,BathroomCnt,FinishedSquareFeet,GarageSquareFeet,LotSizeSquareFeet,StoryCnt,BuiltYear,ViewType,Latitude,Longitude,BGMedHomeValue,BGMedRent,BGMedYearBuilt,BGPctOwn,BGPctVacant,BGMedIncome,BGPctKids,BGMedAge,Prediction
54830893,381000,5/30/2015,530330324013,R8,9,3,2.25,2020,590,5874,2,2000,,47737309,-121966310,380800,2001,1995,0.7253,0,124617,0.704,31.5,524390.008169758
54830914,730000,4/30/2015,530330235001,R7.5,9,3,4,2440,470,3502,2,2000,,47589030,-122165106,593000,1375,1970,0.951,0,120192,0.3647,47.5,545649.6358692882
54831126,589000,6/19/2015,530330326023,MU,9,4,2.5,2840,440,7525,2,2000,,47534357,-121876321,431300,1701,,0.762,0.0512,123675,0.6391,32.9,775220.9013868218
54831359,418000,6/16/2015,530330314003,R2,9,4,2.5,2800,630,15963,2,2002,,47213357,-122004782,244700,958,1979,0.7555,0.0263,60670,0.3305,37.7,559924.7204360614
54831436,373500,7/1/2015,530330320102,R6,9,3,2.5,2020,404,5993,2,2001,,47385045,-122034548,297800,1683,2004,0.8728,0,102470,0.4555,38,296734.25560783024
54950179,479000,6/20/2015,530330326023,MU,9,3,2.5,2360,420,3984,2,2002,,47534998,-121877939,431300,1701,,0.762,0.0512,123675,0.6391,32.9,418215.81794240937
55103447,715000,9/12/2015,530330312042,RA5,9,4,3.5,4010,1090,29570,2,2002,246,47304732,-122154928,400900,,1987,0.9681,0.0987,100172,0.247,44.7,893683.1232779946
55791482,725000,5/13/2015,530330322141,R6,9,3,2.5,2810,670,6300,2,2001,,47607663,-122020145,625400,2001,2000,0.8358,0.059,176250,0.7565,35.5,613843.5685074177
58341693,720000,6/13/2015,530330323184,R6,9,4,2.5,2700,750,6038,2,2002,,47620100,-122027977,542600,1223,2002,0.8552,0.0667,143400,0.6587,34.3,944270.004320158
58381491,807500,4/28/2015,530330323174,R4,9,4,3,3190,730,24170,2,2002,,47620795,-122052165,451000,,1983,0.9602,0.0461,138810,0.4688,42.2,769971.2970491733
58382120,651100,4/7/2015,530330323181,R4,9,4,3,2310,450,5526,2,2003,,47629942,-122020450,472900,2001,1988,0.8964,0,145917,0.4599,36.6,731103.2442390521
58382385,310000,8/25/2015,530330317035,SR4.5,9,4,3,2300,620,7649,2,2001,,47374361,-122158555,400800,,1978,0.9023,0,134167,0.1635,48.7,456358.9377996917
58386511,587500,7/10/2015,530330324022,R4,9,4,2.5,3180,610,6781,2,2003,,47734677,-121973032,346800,1313,1989,0.7856,0,100362,0.4426,34.1,685573.9363557288
58387558,355000,5/9/2015,530330317063,R6,9,5,2.5,3220,460,5806,2,2002,,47371440,-122102785,274100,,1977,0.8221,0.117,100865,0.5621,36.4,604683.5858300448
58388132,885000,8/15/2015,530330322151,R4,9,4,3,3810,770,7992,2,2002,,47612352,-121995575,635500,,2004,0.9328,0.0646,149338,0.8407,32.4,1085392.609468106
58389163,825000,8/11/2015,530330326024,MU,9,4,5,4200,670,8944,2,2004,,47541553,-121875383,528700,1899,,0.8435,0.0536,161199,0.5738,35.8,1357365.2728691378
58389231,695000,4/29/2015,530330326023,MU,9,4,3,2830,420,14538,2,2003,,47540473,-121881627,431300,1701,,0.762,0.0512,123675,0.6391,32.9,531647.1849800406
58628791,336000,8/29/2015,530330316031,R4,9,3,3,1690,420,5175,2,2002,,47356137,-122015984,266700,523,1997,0.815,0.0596,90250,0.5933,27.9,399782.8347370263
58755907,364950,4/28/2015,530330319074,R6P,9,4,3,2070,430,2992,2,2002,,47449637,-122120428,349000,,2002,0.9765,0,114688,0.4895,39.3,532840.1062432424
59885014,719000,7/1/2015,530330323271,URPSO,9,3,2.5,2305,430,5590,1,2002,,47708394,-122026090,572900,2001,2004,0.9537,0.0688,77500,0.1117,64.1,755154.3354139356
59899467,335000,7/7/2015,530330320103,R4,9,3,2.5,1750,420,5299,2,2003,,47379783,-122031858,329100,,1999,1,0.0339,112656,0.6334,33.8,277137.04963478656
60113480,890000,7/25/2015,530330323271,URPSO,9,2,2.5,2155,580,5580,1,2002,246,47710113,-122026492,572900,2001,2004,0.9537,0.0688,77500,0.1117,64.1,907811.8978797016
60876414,450000,5/21/2015,530330326024,MU,9,3,2.5,1950,430,3168,2,2003,,47542928,-121863480,528700,1899,,0.8435,0.0536,161199,0.5738,35.8,429928.5241910407
60962816,780000,5/1/2015,530330215004,RS 9600,9,4,3.25,3180,610,9603,2,2002,79,47771757,-122276636,450000,1222,1969,0.9151,0.0599,118984,0.3979,42.7,805793.1933814058
60963784,358000,5/9/2015,530330316031,R4,9,4,2.5,1830,440,7308,2,2002,,47356469,-122015063,266700,523,1997,0.815,0.0596,90250,0.5933,27.9,398331.99155004194
60971565,675000,9/1/2015,530330322031,R6,9,3,3,2490,660,5062,2,2003,,47608153,-122053735,444200,1833,1994,0.8211,0.0838,109523,0.4195,36,526837.989581473
60972592,320000,6/26/2015,530330320103,R4,9,3,2.5,1760,410,3866,2,2003,,47380573,-122031860,329100,,1999,1,0.0339,112656,0.6334,33.8,363413.58470054506
60972659,464950,7/25/2015,530330292043,SR4.5,9,4,2.5,2597,620,9661,2,2015,,47408366,-122216037,286600,,1968,0.8403,0,65313,0.2353,53.2,523147.4373313409
60972868,775000,7/11/2015,530330323291,URPSO,9,4,3,3480,770,6098,2,2003,,47684133,-122045847,499300,2001,2002,0.9458,0,153171,0.7507,33.3,1166424.6792526708
60973282,668000,6/11/2015,530330250062,UVEV,9,4,2.5,2450,780,4500,2,2003,246,47538607,-122070183,606800,1451,,0.6024,0.0128,127276,0.3272,34.5,737576.5426494965
60973347,760000,7/8/2015,530330322152,R6,9,4,3,3000,580,5250,2,2003,,47599481,-121972180,736300,,2002,0.985,0.0302,177829,0.7612,37.2,689843.4047214534
61718846,419000,6/13/2015,530330255002,R8,9,4,2.5,2230,420,4536,2,2004,,47504901,-122170160,280600,1308,1980,0.5825,0.1356,68385,0.2912,38.7,740446.4645982562
61718961,373020,9/1/2015,530330299022,R5,9,4,3,2600,640,5000,2,2003,,47315746,-122266335,264900,1256,1966,0.8223,0,78864,0.2701,40.6,505417.15579006297
61956128,334000,7/2/2015,530330317064,R6,9,3,2.5,2020,420,3825,2,2003,,47368736,-122123503,345800,1656,1998,0.908,0,112813,0.5953,33.1,292925.1767734378
62629386,515000,8/29/2015,530330319061,R6P,9,4,3,2890,520,6294,2,2004,246,47454452,-122120306,283800,2001,1989,0.8324,0,109135,0.2878,40.1,384999.93204493774
62631978,425000,7/9/2015,530330316031,R4,9,3,2.75,2510,580,5100,2,2003,,47350780,-122007038,266700,523,1997,0.815,0.0596,90250,0.5933,27.9,437952.82916846656
62873007,688000,5/28/2015,530330322143,R4,9,3,3,2590,510,5776,2,2004,,47591317,-122015766,519900,2001,2001,0.9094,0,152019,0.5914,35.2,712431.7315109161
62901969,320000,9/4/2015,530330317032,R6,9,3,3,1850,480,4500,2,2004,,47375887,-122134625,341800,,1989,0.9784,0.0485,96919,0.3627,38.6,315338.3476982804
62922358,329950,5/29/2015,530330320072,R4,9,4,3,1900,540,8408,2,2004,,47368822,-122073263,294000,,1988,0.9824,0.0442,110242,0.4449,43,431777.6857445015
62944080,921000,7/1/2015,530330322151,R4,9,4,3.25,3480,830,8133,2,2004,,47609357,-121993584,635500,,2004,0.9328,0.0646,149338,0.8407,32.4,991407.5820903581
62944532,399950,7/23/2015,530330316034,R4,9,3,2.5,2150,410,7995,2,2004,,47350912,-122005780,428600,1855,2003,0.789,0.0678,121833,0.6933,34.6,319312.38367427146
62944751,338000,4/10/2015,530330317064,R6,9,5,3,2400,480,4496,2,2004,,47369229,-122126054,345800,1656,1998,0.908,0,112813,0.5953,33.1,455142.33348541375
63068389,589000,7/11/2015,530330323271,URPSO,9,2,1.75,1870,430,4500,1,2004,,47714024,-122030402,572900,2001,2004,0.9537,0.0688,77500,0.1117,64.1,635531.75169495
63086255,798000,9/9/2015,530330222031,RSA 8,9,4,3,2940,630,4941,2,2004,,47711282,-122226599,595000,1882,1992,0.8728,0.0096,126397,0.379,42.5,935504.317319069
63094988,330000,4/9/2015,530330317041,SR6,9,3,3,2190,500,5745,2,2005,,47350110,-122139260,322600,1078,1991,0.8817,0.0716,105938,0.4396,39.8,348934.2819777254
63193752,595000,8/1/2015,530330326021,MU,9,3,3,2730,440,8514,2,2004,,47529301,-121846293,396900,820,2003,0.8697,0.0264,104665,0.5613,34.5,839347.63746494
63200061,1000000,8/29/2015,530330322143,R4,9,4,4,3360,700,19930,2,2005,,47595978,-122025958,519900,2001,2001,0.9094,0,152019,0.5914,35.2,730171.1150703543
63336221,461500,4/15/2015,530330110013,LR2,9,5,4,2820,480,3275,2,2006,,47533820,-122283743,303900,815,2003,0.3519,0.0358,26815,0.6084,34.7,1570356.7877944252
63336252,413000,7/1/2015,530330110013,LR3,9,3,4,1770,280,2253,2,2005,,47532565,-122283061,303900,815,2003,0.3519,0.0358,26815,0.6084,34.7,1095499.4086130327
63338698,359950,9/24/2015,530330326021,MU,9,3,2.5,1650,,4205,2,2004,,47529855,-121847508,396900,820,2003,0.8697,0.0264,104665,0.5613,34.5,500810.2445604334
63562857,356000,5/2/2015,530330316041,R4,9,4,3,2470,560,5074,2,2004,,47345680,-122041438,284600,1075,1996,0.8611,0.0371,101729,0.5776,32.3,365572.8563915878
63563053,850000,4/2/2015,530330323271,URPSO,9,3,2.5,3360,615,8708,2,2006,,47703666,-122015955,572900,2001,2004,0.9537,0.0688,77500,0.1117,64.1,1220446.7293846188
64941466,750000,9/12/2015,530330323214,R4,9,5,3.25,2940,420,5589,2,2005,,47706355,-122108765,690200,,2002,0.9425,0.0196,205455,0.635,37.8,1012669.1569344089
64946719,380050,6/6/2015,530330320111,R6,9,4,2.5,2420,670,5000,2,2005,,47361425,-122036374,275000,1851,2001,0.8352,0.0121,107567,0.6093,32.1,592538.9681532666
65221326,709000,7/28/2015,530330326011,R4,9,3,2.5,3250,660,15222,2,2005,,47568247,-121899687,313400,813,1985,0.5955,0.036,74112,0.2069,41.3,844151.6029655641
65227331,770000,5/27/2015,530330322033,R4,9,5,3,3220,620,7658,2,2004,,47604394,-122060903,681100,,1994,0.9719,0.0671,196250,0.5247,39.4,867280.3648329256
65227336,1144000,9/23/2015,530330322143,R4,9,4,3.25,4650,810,17877,2,2005,,47597181,-122027048,519900,2001,2001,0.9094,0,152019,0.5914,35.2,1117719.5248015246
65228244,383000,5/30/2015,530330319031,R4,9,4,3,2480,430,4560,2,2005,,47483604,-122128229,309600,,1966,0.9679,0,77406,0.2371,48.5,470038.0680150095
65230123,370000,9/15/2015,530330320111,R6,9,4,3,2010,340,5000,2,2005,,47360760,-122035942,275000,1851,2001,0.8352,0.0121,107567,0.6093,32.1,499044.75603464834
65230399,389500,9/23/2015,530330320111,R6,9,4,2.5,2230,100,5000,1,2005,,47360385,-122042186,275000,1851,2001,0.8352,0.0121,107567,0.6093,32.1,419013.2850220528
67405599,1200000,8/1/2015,530330250051,R4,9,4,5,4720,820,9735,2,2005,246,47527325,-122132500,723800,2001,2002,0.9733,0.0142,167240,0.4985,39.1,1935243.2564828547
67420094,751000,5/16/2015,530330323214,R4,9,5,2.75,2860,570,5280,2,2006,,47706923,-122102315,690200,,2002,0.9425,0.0196,205455,0.635,37.8,920571.4083469444
67682347,1425000,4/8/2015,530330322152,R1,9,4,5,4630,960,24054,2,2005,79,47587013,-121966183,736300,,2002,0.985,0.0302,177829,0.7612,37.2,1626740.8780388264
67683807,760000,5/5/2015,530330323214,R4,9,4,2.5,3520,450,8095,2,2006,,47706443,-122109422,690200,,2002,0.9425,0.0196,205455,0.635,37.8,936420.7232759477
68474399,292000,4/18/2015,530330261005,R8P,9,3,3,1600,420,3580,2,2000,,47493928,-122261084,190500,755,1972,0.3233,0,48582,0.1241,40.1,408794.1129005354
68474548,700000,4/18/2015,530330326024,MU,9,4,3,3350,680,7857,2,2004,,47539764,-121859352,528700,1899,,0.8435,0.0536,161199,0.5738,35.8,749950.7098377277
68476417,303000,9/5/2015,530330316011,R4P,9,3,3,1850,450,5000,2,2006,,47334394,-122053911,325600,,1997,0.9721,0,113500,0.439,36.4,427194.4654638318
68479620,450000,6/11/2015,530330319031,R4,9,4,2.5,2230,100,5117,1,2006,,47479729,-122128951,309600,,1966,0.9679,0,77406,0.2371,48.5,480249.5984402628
70577807,855000,6/4/2015,530330021001,SF 7200,9,5,3.5,3210,430,7580,2,2006,,47700517,-122300091,459200,1203,1950,0.8136,0.0526,102738,0.362,40.6,1276621.4993246074
70578056,485000,7/23/2015,530330215003,RS 20000,9,4,3,2040,400,20099,2,2006,,47759992,-122282495,495200,888,1962,0.8656,0.0912,115000,0.2908,51.5,452251.632834482
70578464,1210000,4/30/2015,530330326024,MU,9,4,4,4980,730,18069,2,2006,246,47534749,-121855807,528700,1899,,0.8435,0.0536,161199,0.5738,35.8,1345114.425366485
70578741,349051,8/28/2015,530330107022,LR3,9,2,2,1240,240,1414,2,2006,,47546707,-122370941,404800,268,2005,0.2029,0.0141,26000,0.4754,28.7,
70579488,838000,5/7/2015,530330106005,SF 7200,9,4,2.5,2560,530,7210,2,2006,,47553527,-122395354,595700,1397,1947,0.8253,0,111375,0.2635,45.9,792238.92200888
70579979,1595000,4/16/2015,530330063004,SF 5000,9,4,4.25,4645,585,7757,2,2006,78,47624803,-122290270,1000001,,1939,0.9387,0,113472,0.2797,52.5,3041247.3499273635
70582001,410000,5/12/2015,530330318001,SR8,9,4,3,3320,400,5034,2,2006,,47401094,-122164179,312200,1648,1991,0.8436,0,99250,0.3457,41.5,499849.44998405036
70582059,398800,5/21/2015,530330265002,R18,9,4,2.25,1830,210,2752,2,2014,,47516711,-122347091,267400,443,2002,0.0946,0,18611,0.2838,33,739765.8726768747
70582448,394800,5/30/2015,530330320111,R6,9,4,3,2630,400,5000,2,2006,,47359076,-122035666,275000,1851,2001,0.8352,0.0121,107567,0.6093,32.1,388326.4171961304
70582664,680000,9/26/2015,530330251014,R4,9,6,2.75,3280,640,7730,2,2006,,47507490,-122147501,447400,1198,1994,0.8978,0,122000,0.458,39.2,338641.7816098954
70583491,560000,7/9/2015,530330252005,R6,9,4,2.5,2810,690,5350,2,2006,,47510007,-122166713,352600,1266,1976,0.885,0,97719,0.3883,36.8,322057.82098626555
70584253,500500,6/26/2015,530330326023,MU,9,4,2.5,2460,420,5253,2,2006,,47540987,-121886838,431300,1701,,0.762,0.0512,123675,0.6391,32.9,746141.7668766193
72497722,670000,8/21/2015,530330320031,R4P,9,4,3,3680,790,12251,2,2007,,47388184,-122028664,510800,2001,1986,0.8293,0,124205,0.3293,46.1,808431.8943840818
72509219,797000,8/13/2015,530330097011,SF 5000,9,4,3,2340,260,4520,1,1997,,47580096,-122404353,625000,1072,1957,0.499,0,96227,0.1811,42.1,853909.0121448756
80114902,372000,9/9/2015,530330296022,R5,9,4,2.5,2961,479,5510,2,2007,,47331632,-122191828,342300,,2001,0.9744,0.0509,71840,0.4732,35.6,576882.3600671688
80122815,295500,9/30/2015,530330320061,R4,9,4,2.5,2150,440,4750,2,2010,,47343022,-122055797,342800,1054,1980,0.8767,0.1679,77143,0.2309,45.6,522475.0606977087
80124095,880000,9/23/2015,530330322033,R6,9,5,2.75,3610,700,5500,2,2008,,47592611,-122058128,681100,,1994,0.9719,0.0671,196250,0.5247,39.4,1472009.6789687565
80124807,470000,5/29/2015,530330312042,RA5,9,3,3.25,2697,420,34154,2,2007,,47306685,-122126022,400900,,1987,0.9681,0.0987,100172,0.247,44.7,422627.18014509184
80125229,500000,7/10/2015,530330258062,R8,9,4,3,3150,610,5500,2,2007,,47448899,-122206773,447200,857,1995,0.4873,0.0531,80341,0.3418,34,455728.4110843129
80127356,830000,6/16/2015,530330226041,RSX 7.2,9,4,3,2910,650,6841,2,2007,,47675949,-122175506,458300,1285,1985,0.7728,0.0653,76576,0.4757,34.5,863222.5936129648
80127357,770000,8/29/2015,530330323174,R6,9,5,4,3270,650,7023,2,2008,,47620495,-122047098,451000,,1983,0.9602,0.0461,138810,0.4688,42.2,1200456.5823387546
80260914,925000,5/22/2015,530330322033,R4,9,4,3.5,3700,700,5000,2,2008,,47591596,-122060523,681100,,1994,0.9719,0.0671,196250,0.5247,39.4,1649883.7693632257
80261074,1180000,4/1/2015,530330322032,R6,9,6,6.5,6260,1700,10955,2,2007,,47594740,-122038631,558300,,1988,0.9526,0,141290,0.3039,40.8,3389421.5148521597
82362894,272000,4/14/2015,530330295023,SR6,9,3,3,1528,400,7616,2,2011,,47377462,-122186427,261500,,1987,0.8972,0.1743,90781,0.5417,30.8,378522.2122918437
82365081,677000,9/5/2015,530330322102,UV,9,4,4,2710,840,2147,2,2007,78,47546901,-121994350,533000,1790,,0.8022,0.0736,129375,0.558,33.2,814978.0173348695
82365562,695000,7/28/2015,530330322102,UV,9,4,3.5,3030,840,2147,3,2006,78,47546439,-121994680,533000,1790,,0.8022,0.0736,129375,0.558,33.2,908822.1305087028
82365856,660000,4/1/2015,530330322103,UV,9,3,2.5,2330,580,3995,2,2006,,47554164,-122001278,471500,1521,2004,0.5799,0.0882,111008,0.4208,33,903267.4348186193
83227999,354950,8/8/2015,530330303103,RS7.2,9,4,3,2236,399,7241,2,2012,,47296886,-122357406,301700,1588,1993,0.7639,0,81528,0.5614,37.1,297195.3454673897
84755672,1077000,8/1/2015,530330323271,URPSO,9,3,3,2520,720,14466,1,2008,,47708767,-122013885,572900,2001,2004,0.9537,0.0688,77500,0.1117,64.1,1077824.0573627392
84757846,900000,5/1/2015,530330250051,R6,9,6,3.75,4210,460,6105,2,2008,,47521076,-122156874,723800,2001,2002,0.9733,0.0142,167240,0.4985,39.1,1424580.3944592583
84758202,749950,5/16/2015,530330250062,UVEV,9,4,3.5,2630,570,3757,2,2008,78,47532180,-122075404,606800,1451,,0.6024,0.0128,127276,0.3272,34.5,476115.81622639485
84758694,523165,6/24/2015,530330104024,SF 5000,9,5,3,2510,420,3797,1,2004,78,47559190,-122315424,328600,1070,1952,0.8043,0.1501,88417,0.315,37.2,646665.0799136825
84759116,342000,5/1/2015,530330297005,SR6,9,4,3,1964,361,3541,2,2013,,47359420,-122200648,292200,1021,1982,0.2671,0,40572,0.4338,29.3,377129.3981238748
84759167,920000,5/16/2015,530330327021,RA5,9,4,3.75,4030,940,503989,2,2008,,47480936,-121798540,442900,1353,1995,0.626,0,116910,0.5305,34.3,1103565.4466339434
84759671,295000,6/13/2015,530330323292,URPSO,9,2,1,1290,240,2482,2,2008,,47697159,-122024798,362400,1316,2005,0.5497,0.0971,105769,0.3532,36.2,
84759757,375000,8/12/2015,530330304013,R4,9,4,3,2570,630,5446,2,2008,,47280535,-122297105,293900,1086,1982,0.8322,0,76250,0.3188,41.3,324067.13018458034
84761116,930000,7/17/2015,530330323292,URPSO,9,4,4.25,3790,540,5303,3,2008,,47694613,-122023388,362400,1316,2005,0.5497,0.0971,105769,0.3532,36.2,1159524.105381412
88019968,384950,7/25/2015,530330317051,R6,9,4,2.5,2430,550,5645,2,2002,,47377998,-122128057,324500,,2004,0.9651,0.1187,102298,0.4763,40.6,547927.7769456597
88874415,745000,8/15/2015,530330323234,R6,9,4,3,2710,470,5708,2,2008,,47699084,-122099048,512200,,1994,0.977,0,137019,0.6054,36.3,910107.2686726586
88874977,305000,4/28/2015,530330320104,R8,9,4,3,1620,360,4000,2,2008,,47366096,-122020277,307000,,1995,0.9114,0.0357,104961,0.4283,34.1,313663.0119380911
88877660,585000,4/1/2015,530330221022,R4,9,4,2.5,2820,580,5612,2,2007,,47747717,-122236289,410800,1466,1981,0.869,0,71364,0.4897,41.1,568064.7858963773
89820999,386000,6/24/2015,530330256021,R8,9,4,2.5,1730,400,5289,2,2009,,47486457,-122152188,350000,,1983,0.9629,0,90391,0.388,35.8,338318.8683193382
89821481,364950,8/26/2015,530330293061,SR8,9,4,3,1910,400,4797,2,2009,,47428626,-122187404,171400,1152,1993,0.6828,0,52556,0.2676,36.5,293416.6131605936
89821913,427000,7/29/2015,530330108002,SF 5000,9,4,2.5,2480,400,5002,2,2004,,47543321,-122356709,271800,1295,1962,0.5066,0.0402,59000,0.2445,34.9,754988.657997063
89823287,1990000,9/16/2015,530330222033,RSA 4,9,4,5,4090,830,5132,2,2009,,47701669,-122228431,601900,1453,1977,0.4764,0,85571,0.1974,45.5,1477225.191146687
92569659,750000,9/11/2015,530330324013,R4,9,4,3.5,4130,740,6942,2,2007,,47742061,-121977436,380800,2001,1995,0.7253,0,124617,0.704,31.5,1053427.0249410844
92571589,649950,4/23/2015,530330004012,SF 7200,9,3,3,2420,510,6847,2,2009,,47732872,-122356464,312800,883,1975,0.4006,0,60859,0.2003,31.6,719329.9722800369
96645678,580000,8/11/2015,530330326023,MU,9,4,3,2530,530,3600,2,2010,,47516559,-121881568,431300,1701,,0.762,0.0512,123675,0.6391,32.9,621432.2482300474
96647103,358000,5/12/2015,530330317035,SR6,9,3,3,2026,614,7611,2,2010,,47373271,-122162011,400800,,1978,0.9023,0,134167,0.1635,48.7,451652.8352946945
96647736,239950,4/4/2015,530330317053,R4,9,3,1.75,1600,,4888,1,2006,,47383035,-122096781,281200,,1985,0.9432,0.1366,105069,0.3996,34.7,272498.3142707376
96652457,333950,6/11/2015,530330296022,SR3,9,3,2.5,1864,480,3869,2,2013,,47339149,-122180145,342300,,2001,0.9744,0.0509,71840,0.4732,35.6,371326.0173377127
96654076,374999,5/30/2015,530330304013,R4,9,3,2.5,2620,460,6877,2,2010,,47279122,-122295231,293900,1086,1982,0.8322,0,76250,0.3188,41.3,463634.30214852
96654274,1048000,4/15/2015,530330251021,RA5,9,4,2.75,3670,940,39600,2,2015,,47509505,-122143226,319200,696,1972,0.7703,0,108636,0.3475,34.4,1086713.5039343603
96657967,409950,8/18/2015,530330316041,R4,9,4,3,2550,650,5572,2,2012,,47346187,-122022493,284600,1075,1996,0.8611,0.0371,101729,0.5776,32.3,429366.87539668457
96660961,359221,9/2/2015,530330296022,SR3,9,4,2.5,2210,462,4349,2,2014,,47342257,-122180914,342300,,2001,0.9744,0.0509,71840,0.4732,35.6,530384.6404512986
96661640,569000,6/9/2015,530330326021,MU,9,4,2.5,2720,440,6009,2,2009,,47515030,-121873795,396900,820,2003,0.8697,0.0264,104665,0.5613,34.5,672468.4045036947
96662487,651052,7/1/2015,530330326021,MU,9,3,2.75,3220,520,6849,2,2014,,47519196,-121877632,396900,820,2003,0.8697,0.0264,104665,0.5613,34.5,857278.7661410078
96665252,545000,8/26/2015,530330296021,R5,9,4,3.5,3743,658,8922,2,2011,,47333498,-122193133,321200,,1982,0.9677,0.0653,116111,0.1962,51.7,660111.9552276834
96671179,500000,9/26/2015,530330099002,SF 5000,9,3,2.25,1770,110,2500,2,2008,,47565324,-122358713,313800,1057,1944,0.5937,0.049,80368,0.196,36,437403.09441827924
96672421,525000,6/6/2015,530330297002,SR6,9,4,2.5,2394,772,6428,2,2007,,47357332,-122203160,290800,828,1985,0.5218,0,47454,0.3446,41.3,445187.52081499284
96673347,525000,4/1/2015,530330251023,R8,9,3,2.5,3030,470,4500,2,2009,,47494431,-122150013,440000,2001,2003,0.8234,0.0415,113447,0.6117,32.6,463283.30489165685
96673400,589000,6/26/2015,530330101004,LR2,9,3,1.75,1820,380,3369,2,2015,,47563772,-122292146,263400,691,1995,0.3391,0.0542,26992,0.1237,50.6,527146.1328064752
96674106,875000,9/16/2015,530330061002,LR3,9,3,3,1620,,7994,2,2011,78,47642005,-122313735,766400,1092,1939,0.4797,0,73167,0.1728,29.3,754327.3645987803
96675274,687500,6/12/2015,530330256023,R4,9,4,3.25,3560,740,9821,2,2012,,47482345,-122133491,395500,1750,2002,0.9431,0.0409,125000,0.4739,36,489152.03982907935
96679944,500000,9/15/2015,530330320081,R4,9,5,2.5,3060,560,8313,2,2007,,47368812,-122055735,394600,1244,1984,0.8862,0.1226,111438,0.3433,41.3,507023.8114464407
96681691,375000,9/24/2015,530330296022,SR3,9,4,3,1800,373,3640,2,2013,,47342632,-122180328,342300,,2001,0.9744,0.0509,71840,0.4732,35.6,366379.5352722504
96682305,565000,8/18/2015,530330256021,R4,9,4,2.5,2660,680,9601,2,2011,,47481820,-122149683,350000,,1983,0.9629,0,90391,0.388,35.8,594245.068002806
96683317,430000,6/24/2015,530330324022,R4,9,3,2.5,2130,500,6850,2,2011,,47733261,-121975998,346800,1313,1989,0.7856,0,100362,0.4426,34.1,578601.3013248179
96685388,664500,5/13/2015,530330218042,GDC,9,4,2.25,3070,100,9210,2,2010,,47763771,-122195757,323600,927,1981,0.4303,0,52379,0.2848,35,922498.0195660986
96686762,415000,4/7/2015,530330296022,SR3,9,4,2.5,2544,380,4071,2,2013,,47340971,-122179011,342300,,2001,0.9744,0.0509,71840,0.4732,35.6,454341.89489925216
96687567,1350000,6/17/2015,530330323151,RA5,9,4,2.25,3875,933,61757,2,2011,,47669419,-122010176,652900,1138,1993,0.8442,0.0193,122375,0.4147,41.1,1139525.6866796648
96694808,394000,7/24/2015,530330296023,SR6,9,5,2.75,2400,470,7163,2,2012,,47350922,-122173993,313800,1181,1999,0.8488,0,84956,0.5956,27.8,315850.44324490696
96696598,884096,8/19/2015,530330250062,UVEV,9,4,3.25,2780,420,4499,2,2015,,47529769,-122073023,606800,1451,,0.6024,0.0128,127276,0.3272,34.5,1272772.8036921413
96696610,317850,7/1/2015,530330296022,SR3,9,3,2.5,2056,480,3880,2,2013,,47339015,-122179926,342300,,2001,0.9744,0.0509,71840,0.4732,35.6,404987.84626755584
96703005,550830,9/25/2015,530330304014,R4,9,5,3,3103,664,18900,2,2015,,47286215,-122278992,271400,1344,1971,0.8177,0.1028,84063,0.4062,31.4,357854.56087703985
96704194,399950,7/2/2015,530330294072,SR6,9,4,2.5,2707,483,6704,2,2014,,47398633,-122206805,212900,804,1981,0.4172,0.0802,43476,0.3997,33.4,410285.59714649053
96709052,469900,6/24/2015,530330320081,R4,9,4,3,2490,640,6414,2,2009,,47369458,-122058958,394600,1244,1984,0.8862,0.1226,111438,0.3433,41.3,449496.1629622676
96710185,1402000,6/2/2015,530330240002,R3.5,9,4,2.5,3040,450,5500,3,2010,,47635058,-122204123,743200,2001,1961,0.7408,0,147578,0.4026,35.8,1187956.9658306192
96712017,320000,6/20/2015,530330290031,RS9600,9,3,2.5,1911,440,5710,2,2010,,47390588,-122305203,243800,790,1981,0.1187,0.3349,21406,0.1403,31,460498.579438807
97782605,358990,4/14/2015,530330310001,PUD,9,4,2.75,2428,466,4800,2,2015,,47259728,-122194817,302400,,1994,1,0.0908,104899,0.4023,43.3,482965.67040924483
108802550,236000,8/20/2015,530330305032,PUD,9,3,2.25,1537,441,3451,2,2015,,47345015,-122218264,124500,869,1987,0.7138,0.1,45313,0.3591,32.2,309453.2727679093
108804982,326900,4/14/2015,530330305032,PUD,9,4,2.75,2166,400,3880,2,2015,,47345644,-122212459,124500,869,1987,0.7138,0.1,45313,0.3591,32.2,362844.3900948249
108805862,425000,9/17/2015,530330293051,SR6,9,4,4,2532,408,6870,2,2012,78,47418734,-122220097,336100,1186,1992,0.6595,0,85774,0.3763,41.1,574122.0408464818
108806619,585000,4/9/2015,530330327041,LDR,9,5,4,3440,650,8870,2,2011,,47474634,-121735985,400900,,1990,0.9218,0.095,132647,0.3704,43.8,514620.9898867858
108808308,811500,6/16/2015,530330250011,R4,9,4,2.75,3320,670,7511,2,2011,,47522535,-122167231,470800,,1989,0.978,0,147361,0.5472,40.9,1511920.0207780036
108812041,335900,5/6/2015,530330305032,PUD,9,4,2.75,2166,400,3880,2,2015,,47345660,-122212206,124500,869,1987,0.7138,0.1,45313,0.3591,32.2,399154.37663662375
