New_ID,date,year_month,byte_size,filetype,school_country,school_name,school_type,enrollment,first_subject_name,tag,page_count,hqd_score,is_mcq,top_keywords,language,course_id_,user_id_
1405,2017-08-09,2017-08,5940845,pptx,Australia,Western Sydney University,HIGHER,48458.0,information_systems,paper,20.0,0.93713,,0,english,524,524
1406,2017-03-27,2017-03,516895,pdf,Qatar,Qatar University,HIGHER,2383.0,chemistry,assessment,7.0,0.8885,1.0,1,english,525,525
1407,2018-03-09,2018-03,450048,doc,Mexico,Universidad TecMilenio,HIGHER,21000.0,statistics,assessment,3.0,0.96829,,0,es,526,526
1408,2018-01-03,2018-01,17141,docx,Australia,Royal Melbourne Institute of Technology,HIGHER,84267.0,law,assessment,2.0,0.97434,,1,english,527,527
1409,2017-02-09,2017-02,26459,docx,United States,Louisiana State University,HIGHER,33801.0,accounting,assessment,7.0,0.96832,,1,english,528,528
1410,2018-03-06,2018-03,99459,docx,United States,"The City College of New York, CUNY",HIGHER,18999.0,biology,assessment,4.0,0.97543,,0,en,529,529
1411,2017-11-29,2017-11,339478,pdf,Canada,Ryerson University,HIGHER,36347.0,psychology,assessment,1.0,0.91607,,0,english,530,530
1412,2016-08-08,2016-08,15834,docx,United States,University of Phoenix,HIGHER,212044.0,management,paper,4.0,0.93719,,0,english,531,531
1413,2017-09-04,2017-09,13752,docx,United States,University of Phoenix,HIGHER,212044.0,biology,notes,1.0,0.90302,,0,english,532,532
1414,2017-09-17,2017-09,85140,docx,United States,El Camino College,HIGHER,33150.0,mathematics,assessment,1.0,0.96415,1.0,0,english,533,533
1415,2017-04-25,2017-04,551882,pdf,United States,"University of California, Davis",HIGHER,38778.0,chemistry,assessment,4.0,0.92302,,0,english,534,534
1416,2017-10-17,2017-10,83456,doc,United States,Rockdale County High School,HIGH,1811.0,biology,assessment,3.0,0.95724,,0,english,535,535
1417,2016-12-09,2016-12,331898,docx,Jamaica,University of the West Indies at Mona,HIGHER,50000.0,psychology,paper,9.0,0.96499,,0,english,536,536
1418,2017-05-31,2017-05,144144,docx,United States,Arizona State University,HIGHER,71946.0,industrial_engineering,paper,2.0,0.93911,,0,english,537,537
1419,2018-02-20,2018-02,20294,docx,United States,Kansas State University,HIGHER,18171.0,accounting,assessment,4.0,0.96271,,1,en,538,538
1420,2017-02-18,2017-02,235444,pdf,India,NIIT University,HIGHER,15376.0,computer_science,paper,41.0,0.84465,,0,english,539,539
1421,2017-05-04,2017-05,452402,pdf,United States,"University of California, Berkeley",HIGHER,42684.0,mathematics,notes,2.0,0.95311,,0,english,540,540
1422,2017-02-26,2017-02,26402,pdf,United States,University of Arkansas,HIGHER,29958.0,physics,assessment,1.0,0.94053,,1,english,541,541
1423,2017-09-17,2017-09,14245,docx,United States,Georgia State University,HIGHER,38370.0,accounting,assessment,2.0,0.97274,,0,english,542,542
1424,2017-05-31,2017-05,1605248,pptx,United States,Brandywine High School,HIGH,1131.0,biology,paper,13.0,0.75595,,0,english,543,543
1425,2017-03-08,2017-03,1157995,pdf,United States,"University of California, Berkeley",HIGHER,42684.0,biology,assessment,27.0,0.94045,,0,english,544,544
1426,2017-10-18,2017-10,230141,pdf,Canada,University of Victoria,HIGHER,21593.0,electrical_engineering,assessment,8.0,0.95304,,1,english,545,545
1427,2016-10-30,2016-10,25088,doc,United States,"Ultimate Medical Academy, Clearwater",TRADE,490.0,mechanical_engineering,assessment,1.0,0.85608,,1,english,546,546
1428,2017-03-19,2017-03,20425,docx,Canada,University of Toronto,HIGHER,91286.0,sociology,paper,3.0,0.95202,,0,english,547,547
1429,2017-04-03,2017-04,11802,docx,United States,"University of California, Los Angeles",HIGHER,46298.0,information_systems,assessment,2.0,0.91709,,1,english,548,548
1430,2017-09-12,2017-09,17497,docx,United States,University of Phoenix,HIGHER,212044.0,accounting,paper,3.0,0.95366,,1,english,549,549
1431,2017-08-29,2017-08,124416,doc,United States,Scarborough High School,HIGH,1089.0,physics,assessment,6.0,0.96448,,0,,550,550
1432,2017-09-26,2017-09,274536,pdf,United States,University of Texas,HIGHER,51832.0,chemistry,assessment,8.0,0.94067,,0,english,551,551
1433,2017-01-19,2017-01,3586822,pdf,Australia,CQUniversity,HIGHER,16459.0,accounting,assessment,82.0,0.91117,,1,english,552,552
1434,2017-04-10,2017-04,3731842,pdf,United States,UCLA Community School-Los Angeles,HIGH,2470.0,information_systems,notes,27.0,,,0,,553,553
1435,2016-06-03,2016-06,142848,ppt,Kenya,Kibabii University College,HIGHER,15330.0,information_systems,paper,14.0,0.88346,,0,english,554,554
1436,2016-08-21,2016-08,35849,docx,United States,Strayer University,HIGHER,52253.0,aerospace_engineering,assessment,1.0,0.91324,,0,english,555,555
1437,2017-01-31,2017-01,31012,docx,United States,"DeVry University, Keller Graduate School of Management",HIGHER,17364.0,finance,assessment,3.0,0.96766,,0,english,556,556
1438,2018-03-07,2018-03,52336,pdf,United States,Liberty University,HIGHER,79152.0,philosophy,paper,1.0,0.8696200000000001,,1,en,557,557
1439,2017-03-18,2017-03,196666,pdf,Australia,University of Southern Queensland,HIGHER,24756.0,computer_science,notes,17.0,0.92109,,0,english,558,558
1440,2018-01-10,2018-01,19802,docx,United States,University of Findlay,HIGHER,5907.0,english,paper,3.0,0.97023,,0,english,559,559
1441,2017-11-06,2017-11,13812,docx,Kenya,Kenyatta University,HIGHER,71000.0,accounting,paper,1.0,0.63769,,1,english,560,560
1442,2018-02-23,2018-02,15304,docx,United States,Virginia Commonwealth University,HIGHER,34271.0,religion,notes,2.0,0.93791,,0,en,561,561
1443,2017-04-09,2017-04,3116550,pdf,United States,"Interamerican University Of Puerto Rico, Bayamon",HIGHER,4833.0,management,paper,2.0,0.8867700000000001,,0,english,562,562
1444,2018-03-28,2018-03,25436,pdf,United States,Georgia Military College,HIGHER,14343.0,arts_&_humanities,paper,1.0,0.84675,,0,en,563,563
1445,2018-01-19,2018-01,1695554,pdf,United States,Colorado Technical University,HIGHER,25797.0,finance,paper,20.0,0.80828,,1,english,564,564
1446,2017-01-29,2017-01,486851,pdf,Philippines,University of San Carlos - Main Campus,HIGHER,22000.0,business,paper,6.0,0.87766,,0,english,565,565
1447,2016-12-09,2016-12,133632,ppt,United States,University of Texas,HIGHER,51832.0,accounting,notes,7.0,0.96378,,1,english,566,566
1448,2016-06-09,2016-06,114414,docx,United States,Webster University,HIGHER,2954.0,communications,paper,1.0,0.85972,,1,english,567,567
1449,2018-02-24,2018-02,89165,docx,United States,Park University,HIGHER,11457.0,accounting,assessment,2.0,0.95027,,1,en,568,568
1450,2017-04-01,2017-04,15110,docx,Mexico,Universidad TecMilenio,HIGHER,21000.0,arts_&_humanities,assessment,2.0,0.95711,,0,spanish,569,569
1451,2016-12-01,2016-12,30905,docx,United States,"Strayer University, Washington",TRADE,52253.0,management,paper,10.0,0.96029,,1,english,570,570
1452,2016-09-06,2016-09,212429,docx,United States,Virginia Tech,HIGHER,34947.0,chemistry,assessment,7.0,0.94403,,0,english,571,571
1453,2017-05-29,2017-05,153458,docx,Australia,Curtin University,HIGHER,53617.0,accounting,assessment,4.0,0.96235,,1,english,572,572
1454,2016-11-02,2016-11,532920,pptx,United States,Matanzas High School,HIGH,1485.0,history,assessment,10.0,0.94677,,1,english,573,573
1455,2017-11-28,2017-11,244014,pdf,United States,Massachusetts Bay Community College,HIGHER,7695.0,accounting,assessment,6.0,0.8858299999999999,,0,unknown,574,574
1456,2017-11-07,2017-11,13891,docx,United States,Florida Virtual School,HIGH,215505.0,arts_&_humanities,paper,2.0,0.92042,,0,english,575,575
1457,2017-09-17,2017-09,116440,docx,United States,Saint Mary's College of California,HIGHER,4493.0,english,paper,29.0,0.92083,,0,english,576,576
1458,2016-09-11,2016-09,22118,docx,United States,American University - Puerto Rico,HIGHER,552.0,marketing,paper,7.0,0.95768,,0,spanish,577,577
1459,2017-01-31,2017-01,635128,pdf,United States,Northeastern University,HIGHER,27486.0,computer_science,assessment,7.0,0.91713,,0,english,578,578
1460,2017-03-02,2017-03,256298,pdf,United States,Classical Academy,HIGH,253.0,history,paper,6.0,0.88544,,0,english,579,579
1461,2017-02-01,2017-02,206848,doc,Philippines,Davao Oriental State College of Science and Technology,HIGHER,8753.0,biology,notes,24.0,0.92828,1.0,0,english,580,580
1462,2018-02-04,2018-02,14178,docx,Canada,Wilfrid Laurier University,HIGHER,20151.0,philosophy,paper,2.0,0.96624,,1,english,581,581
1463,2016-06-25,2016-06,17816,docx,United States,ITT Tech,HIGHER,40015.0,industrial_engineering,assessment,2.0,0.8952200000000001,,0,english,582,582
1464,2017-02-09,2017-02,437510,pdf,United States,Carnegie Mellon University,HIGHER,14516.0,computer_science,notes,43.0,0.92481,,0,english,583,583
1465,2017-04-18,2017-04,124376,docx,United States,Aquinas College,HIGHER,1975.0,political_science,paper,1.0,0.95575,,0,english,584,584
1466,2017-04-03,2017-04,26195,docx,Colombia,Nueva Granada Military University,HIGHER,18850.0,business,assessment,4.0,0.96158,,0,spanish,585,585
1467,2016-11-05,2016-11,48916,docx,United States,Berkeley College,HIGHER,5577.0,business,assessment,2.0,0.94473,,1,english,586,586
1468,2017-06-05,2017-06,10798763,pptx,United States,Lane Community College,HIGHER,11650.0,biology,notes,66.0,0.92314,,0,english,587,587
1469,2018-01-03,2018-01,13089,docx,United States,Columbia Southern University,HIGHER,21442.0,astronomy,paper,2.0,0.96897,,0,english,588,588
1470,2017-03-12,2017-03,291302,pdf,Iran,Sharif University of Technology,HIGHER,5776.0,economics,paper,25.0,0.8102,,0,english,589,589
1471,2017-08-19,2017-08,100661,docx,United States,Southern New Hampshire University,HIGHER,104068.0,health_science,paper,7.0,0.97969,,1,english,590,590
1472,2017-03-21,2017-03,73216,doc,United States,"University of California, Los Angeles",HIGHER,46298.0,economics,paper,10.0,0.97027,,0,english,591,591
1473,2017-07-02,2017-07,526336,ppt,Fiji,Fiji National University,HIGHER,20000.0,accounting,paper,43.0,0.94011,,1,english,592,592
1474,2017-04-04,2017-04,42289,docx,United States,Walden University,HIGHER,52799.0,health_science,paper,5.0,0.9606,,0,english,593,593
1475,2016-11-13,2016-11,13053,docx,United States,American Public University,HIGHER,46420.0,information_systems,assessment,1.0,0.90413,,1,english,594,594
1476,2017-02-15,2017-02,155649,docx,United States,Ohio State University,HIGHER,64723.0,english,notes,1.0,0.92285,,1,english,595,595
1477,2017-07-13,2017-07,231500,pptx,Canada,Fanshawe College,HIGHER,5000.0,information_systems,paper,8.0,0.92756,,1,english,596,596
1478,2017-04-18,2017-04,74575,pdf,United States,Michigan State University,HIGHER,55545.0,mathematics,assessment,1.0,0.92401,,1,english,597,597
1479,2017-12-02,2017-12,50317,docx,United States,University of Florida,HIGHER,52218.0,nursing,paper,8.0,0.96158,,1,english,598,598
1480,2017-12-03,2017-12,58880,doc,Russia,HSE,HIGHER,3208.0,economics,paper,9.0,0.95586,,0,english,599,599
1481,2017-11-05,2017-11,787535,docx,Republic of Kazakhstan,Nazarbayev University,HIGHER,4836.0,english,assessment,7.0,0.95289,,1,english,600,600
1482,2018-01-21,2018-01,23271,docx,United States,Upper Iowa University,HIGHER,9722.0,law,paper,6.0,0.97064,,0,english,601,601
1483,2017-10-23,2017-10,20540,docx,United States,University of Texas,HIGHER,51832.0,business,paper,2.0,0.91658,,0,english,602,602
1484,2018-03-22,2018-03,95232,ppt,United States,North Carolina State University,HIGHER,38431.0,health_science,notes,7.0,0.91941,,1,en,603,603
1485,2018-03-27,2018-03,17878,docx,Mexico,Universidad Tecmilenio (Campus Guadalajara Sur),HIGHER,21000.0,arts_&_humanities,paper,7.0,0.96824,,0,es,604,604
1486,2017-04-07,2017-04,40448,doc,Canada,McMaster University,HIGHER,31843.0,english,paper,3.0,0.9362,,0,english,605,605
1487,2017-02-04,2017-02,20089,docx,United States,Cerro Coso Community College,HIGHER,8683.0,mathematics,assessment,2.0,0.95136,,1,english,606,606
1488,2016-11-21,2016-11,12401,docx,United States,Liberty University,HIGHER,79152.0,arts_&_humanities,paper,1.0,0.8628600000000001,,1,english,607,607
1489,2017-02-18,2017-02,50294999,pptx,Canada,Bishop O'Byrne High School,HIGH,1400.0,religion,paper,17.0,0.92035,,0,english,608,608
1490,2016-08-17,2016-08,27451,docx,United States,University of Phoenix,HIGHER,212044.0,law,assessment,9.0,0.94917,,0,english,609,609
1491,2016-12-12,2016-12,16597962,pptx,United States,Binghamton University,HIGHER,18758.0,history,paper,80.0,0.94554,,1,english,610,610
1492,2018-02-26,2018-02,990303,pdf,Canada,University of British Columbia,HIGHER,61113.0,mathematics,assessment,12.0,0.91109,,1,en,611,611
1493,2018-01-18,2018-01,2914,java,United States,Florida Institute of Technology,HIGHER,3395.0,computer_science,assessment,2.0,0.97623,,1,english,612,612
1494,2017-11-29,2017-11,261096,pdf,United States,"University of California, Davis",HIGHER,38778.0,statistics,assessment,7.0,0.9624,,0,english,613,613
1495,2017-02-07,2017-02,328344,pdf,China,HKU,HIGHER,29791.0,physics,paper,1.0,0.91748,,1,,614,614
1496,2018-01-25,2018-01,213677,pdf,Canada,University of British Columbia,HIGHER,61113.0,biology,paper,2.0,0.92464,,0,english,615,615
1497,2017-08-26,2017-08,24576,doc,United States,Central Piedmont Community College,HIGHER,29932.0,medicine,notes,1.0,0.69955,,0,english,616,616
1498,2017-04-17,2017-04,490304,pdf,Fiji,University of the South Pacific,HIGHER,16833.0,accounting,paper,28.0,0.89244,,0,english,371,371
1499,2016-12-05,2016-12,1449997,pdf,Pakistan,U.E.T Taxila,HIGHER,5000.0,civil_engineering,paper,41.0,0.92592,,0,english,617,617
1500,2016-06-10,2016-06,13183,docx,Canada,University of Prince Edward Island,HIGHER,4317.0,psychology,assessment,1.0,0.75671,,1,english,618,618
1501,2016-12-07,2016-12,6193,docx,United States,University of Washington,HIGHER,55073.0,computer_science,paper,2.0,0.94642,,0,english,619,619
1502,2018-01-29,2018-01,32305,docx,United States,Dade Christian School,HIGH,152.0,mathematics,paper,1.0,0.9013,,0,english,620,620
1503,2017-10-04,2017-10,69381,pdf,Philippines,University of the Philippines Manila,HIGHER,23757.0,biology,paper,1.0,0.94533,,0,english,621,621
1504,2017-01-28,2017-01,919664,docx,United States,Southern New Hampshire University,HIGHER,104068.0,biology,paper,10.0,0.9504,,0,english,622,622
1505,2017-06-15,2017-06,12694,docx,United States,Howard University,HIGHER,9426.0,chemistry,assessment,2.0,0.93634,,0,english,623,623
1506,2017-03-09,2017-03,107565,docx,United States,Cate School,HIGH,277.0,biology,paper,9.0,0.96735,,0,english,624,624
1507,2018-03-21,2018-03,6358,rtf,United States,Pinnacle High School,HIGH,2341.0,accounting,notes,6.0,0.8899100000000001,,1,en,625,625
1508,2017-01-30,2017-01,13188,docx,United States,Diablo Valley College,HIGHER,29861.0,history,assessment,2.0,0.7964100000000001,,1,english,626,626
1509,2016-10-09,2016-10,350024,pdf,United States,Drexel University,HIGHER,28342.0,accounting,notes,1.0,0.88836,,0,unknown,627,627
1510,2017-04-19,2017-04,23001,docx,United States,Colorado Technical University,HIGHER,25797.0,information_systems,paper,3.0,0.96819,,0,english,628,628
1511,2016-12-12,2016-12,17143,docx,United States,Virginia College,HIGHER,3474.0,business,paper,1.0,0.95976,,1,english,629,629
1512,2016-08-26,2016-08,81920,doc,United States,"California State University, Chico",HIGHER,19004.0,mathematics,assessment,3.0,0.96826,,1,english,630,630
1513,2017-03-17,2017-03,113999,docx,United States,Cabrillo College,HIGHER,17517.0,management,assessment,12.0,0.88313,,1,english,631,631
1514,2017-12-04,2017-12,48215,docx,United States,Walden University,HIGHER,52799.0,information_systems,paper,4.0,0.94587,,0,english,632,632
1515,2018-02-19,2018-02,780906,pptx,Canada,Seneca College,HIGHER,97500.0,industrial_engineering,paper,13.0,0.96441,,0,en,633,633
1516,2018-02-13,2018-02,3716861,docx,India,Delhi Public School - Durg,HIGH,15688.0,economics,paper,2.0,0.93578,,0,english,634,634
1517,2016-12-19,2016-12,65409,docx,United States,Central Texas College,HIGHER,10200.0,information_systems,paper,7.0,0.94592,,0,english,635,635
1518,2017-11-27,2017-11,23200,docx,United States,University of Phoenix,HIGHER,212044.0,business,paper,6.0,0.94473,,0,english,636,636
1519,2017-04-17,2017-04,146321,pdf,United States,Boston University,HIGHER,40807.0,computer_science,notes,1.0,,,0,,637,637
1520,2016-09-05,2016-09,21484,xlsx,United States,"Fortis Institute, Forty Fort",TRADE,251.0,accounting,assessment,12.0,0.93804,,1,english,638,638
1521,2017-06-11,2017-06,126626,docx,United States,National University College,HIGHER,5000.0,business,paper,4.0,0.96843,,0,spanish,639,383
1522,2017-03-07,2017-03,21405,docx,United States,Liberty University,HIGHER,79152.0,psychology,paper,10.0,0.9585,,0,english,640,639
1523,2018-02-09,2018-02,28160,doc,United States,Camden County College,HIGHER,17416.0,industrial_engineering,paper,1.0,0.95202,,1,english,641,640
1524,2017-04-03,2017-04,20984,docx,Kenya,Masinde Muliro University of Science and Technology,HIGHER,16225.0,nursing,paper,5.0,0.95914,,0,english,642,641
1525,2017-06-11,2017-06,69120,doc,United States,Northcentral University,TRADE,89.0,psychology,paper,3.0,0.97022,,0,english,643,642
1526,2018-03-04,2018-03,30720,doc,Kenya,Kenya Methodist University,HIGHER,8000.0,history,paper,5.0,0.95444,,0,en,644,643
1527,2016-10-19,2016-10,23699,docx,United States,University of Mary Hardin-Baylor,HIGHER,4232.0,management,assessment,8.0,0.96206,,1,english,645,644
1528,2017-01-16,2017-01,50695,pptx,United States,Rowan-Cabarrus Community College,HIGHER,7579.0,history,paper,5.0,0.91504,,0,english,646,645
1529,2016-10-27,2016-10,2639762,docx,United States,George Mason University,HIGHER,46266.0,computer_science,assessment,8.0,0.96332,,0,english,647,646
1530,2018-01-14,2018-01,43507,docx,United States,Columbia Southern University,HIGHER,21442.0,political_science,paper,8.0,0.93971,,0,english,648,647
1531,2016-10-20,2016-10,14624,docx,Australia,The University of Newcastle,HIGHER,37677.0,sociology,paper,1.0,0.94754,,1,english,649,648
1532,2016-12-08,2016-12,225747,pdf,United States,University of Dayton,HIGHER,12310.0,english,syllabi,5.0,0.89225,,0,english,650,649
1533,2017-01-10,2017-01,13269,docx,United States,University of Phoenix,HIGHER,212044.0,information_systems,paper,1.0,0.86544,,0,english,651,650
1534,2016-09-13,2016-09,16462,docx,United States,National University,HIGHER,17608.0,nursing,paper,4.0,0.96878,,0,spanish,652,651
1535,2017-01-26,2017-01,10811,xlsx,United States,Webster University,HIGHER,2954.0,economics,assessment,2.0,0.84952,,0,english,653,652
1536,2017-05-15,2017-05,90298,pdf,Canada,University of Ottawa,HIGHER,37912.0,electrical_engineering,syllabi,2.0,0.82883,,0,english,654,653
1537,2018-02-18,2018-02,310678,png,United States,University of the Cumberlands,HIGHER,2085.0,computer_science,assessment,1.0,0.9021,,1,en,655,654
1538,2017-03-31,2017-03,3284992,doc,United States,Western Governors University,HIGHER,110534.0,management,paper,9.0,0.96784,,0,english,656,655
1539,2016-10-17,2016-10,110712,docx,United States,SUNY Buffalo State College,HIGHER,10918.0,chemistry,assessment,2.0,0.95499,,0,english,657,656
1540,2017-09-24,2017-09,23477,docx,Canada,"University of Toronto, Mississauga",HIGHER,14741.0,chemistry,assessment,5.0,0.95967,,1,english,658,657
1541,2018-02-13,2018-02,42732,docx,United States,Walden University,HIGHER,52799.0,statistics,assessment,4.0,0.96226,,1,english,659,658
1542,2017-01-17,2017-01,19871,docx,United States,Hampton University,TRADE,4874.0,english,paper,2.0,0.95843,,0,english,660,659
1543,2016-06-08,2016-06,14942,docx,United States,Liberty University,HIGHER,79152.0,health_science,paper,2.0,0.91644,,0,english,661,660
1544,2017-09-10,2017-09,164660,pdf,United States,Pennsylvania State University,HIGHER,50920.0,physics,assessment,15.0,0.97402,1.0,1,english,662,661
1545,2016-12-20,2016-12,121406,docx,United States,Rutgers University,HIGHER,56027.0,anthropology,paper,3.0,0.9561,,1,english,663,662
1546,2016-09-28,2016-09,90227,pptx,Canada,Carleton University,HIGHER,30416.0,computer_science,paper,18.0,0.96515,,0,english,664,663
1547,2017-07-26,2017-07,92617,docx,United States,North Dakota State University,HIGHER,15816.0,psychology,paper,3.0,0.94495,,1,english,665,664
1548,2017-08-23,2017-08,18584,docx,United States,Raritan Valley Community College,HIGHER,11436.0,management,paper,5.0,0.97127,,1,english,666,665
1549,2016-11-19,2016-11,1847672,pdf,missing,missing,missing,0.0,economics,assessment,477.0,0.73582,,0,spanish,667,666
1550,2017-07-03,2017-07,16898,pdf,United States,Utah Valley University,HIGHER,27428.0,history,notes,1.0,0.83404,,0,english,668,667
1551,2017-03-14,2017-03,1550589,pptx,United States,"University of California, San Diego",HIGHER,36785.0,statistics,assessment,16.0,0.95321,,1,english,669,668
1552,2016-11-23,2016-11,16148,docx,United States,El Paso Community College,HIGHER,39117.0,arts_&_humanities,paper,3.0,0.96097,,1,english,670,669
1553,2017-02-15,2017-02,370660,docx,United States,Pennsylvania State University,HIGHER,50920.0,health_science,paper,4.0,0.97254,,1,english,671,670
1554,2017-04-15,2017-04,21614,docx,United States,St. Petersburg College,HIGHER,24824.0,computer_science,assessment,2.0,0.8926299999999999,,0,french,672,671
1555,2017-11-27,2017-11,669229,pdf,India,"Subramania Bharati Collegeof Science & Technology , Holambi Khurd",HIGHER,15128.0,arts_&_humanities,paper,2.0,0.88271,,0,spanish,673,672
1556,2016-12-07,2016-12,9892,pdf,United States,University of Florida,HIGHER,52218.0,mechanical_engineering,assessment,1.0,0.86216,,0,english,674,673
1557,2017-09-15,2017-09,55808,doc,United States,El Camino College Compton Center,HIGHER,12310.0,nursing,assessment,8.0,0.9778,,1,english,675,674
1558,2016-12-19,2016-12,29575,xlsx,Canada,Queens University,HIGHER,24143.0,finance,notes,25.0,0.91127,,1,english,676,675
1559,2017-09-25,2017-09,1132414,docx,United States,Cornell University,HIGHER,22820.0,biology,notes,4.0,0.96995,,0,english,677,676
1560,2017-01-21,2017-01,87990,docx,United States,Ashford University,HIGHER,30000.0,economics,paper,1.0,0.93965,,0,english,678,677
1561,2018-03-13,2018-03,852831,pdf,Netherlands,Maastricht University,HIGHER,16030.0,biology,notes,7.0,0.81653,,0,en,679,678
1562,2016-12-19,2016-12,1878303,pdf,United States,Harvard University,HIGHER,38934.0,communications,paper,282.0,0.52371,,0,vietnamese,680,679
1563,2018-03-06,2018-03,52967,pdf,China,USTC,HIGHER,15500.0,economics,notes,1.0,0.82989,,0,,681,680
1564,2017-08-31,2017-08,6101,docx,United States,Sam Houston State University,HIGHER,23049.0,geography,assessment,2.0,0.93306,,0,english,682,681
1565,2017-01-23,2017-01,195136,pdf,Iran,Iran University of Science and Technology,HIGHER,9916.0,mechanical_engineering,assessment,27.0,0.8232299999999999,,0,english,683,682
1566,2017-10-01,2017-10,1816960,pptx,Canada,Concordia University,HIGHER,5874.0,information_systems,notes,48.0,0.93744,,0,english,684,683
1567,2016-11-29,2016-11,122308,docx,United States,Texas State University,HIGHER,43018.0,accounting,paper,5.0,0.96217,,0,english,685,684
1568,2017-05-23,2017-05,211456,doc,United States,Baptist College of Health Sciences,HIGHER,1202.0,chemistry,assessment,8.0,0.97254,1.0,1,english,686,685
1569,2017-11-15,2017-11,112774,docx,United States,University of Kentucky,HIGHER,31564.0,business,notes,3.0,0.95178,,1,english,687,686
1570,2017-06-23,2017-06,179018,pdf,Bolivia,Universidad Católica Boliviana,HIGHER,15532.0,accounting,notes,50.0,0.95772,,0,spanish,688,687
1571,2017-01-22,2017-01,37987,docx,United States,University of Phoenix,HIGHER,212044.0,psychology,paper,5.0,0.96781,,0,english,689,688
1572,2017-03-07,2017-03,111892,docx,United States,Eastern Washington University,HIGHER,15602.0,management,paper,3.0,0.96381,,0,english,690,689
1573,2018-01-31,2018-01,2400022,jpg,United States,Erskine College,HIGHER,911.0,geography,paper,1.0,0.29569,,0,english,691,690
1574,2017-05-13,2017-05,391814,pdf,Mexico,UNAM MX,HIGHER,324413.0,mathematics,notes,6.0,0.88689,,0,english,692,691
1575,2017-12-06,2017-12,65080,pdf,United States,University of Toledo,HIGHER,23248.0,computer_science,assessment,1.0,0.93404,,0,english,693,692
1576,2017-05-10,2017-05,12900,docx,United States,Harvard University,HIGHER,38934.0,management,assessment,2.0,0.95998,,1,,694,693
1577,2017-02-26,2017-02,126239,docx,United States,"University of Massachusetts, Dartmouth",HIGHER,9997.0,communications,paper,3.0,0.958,,0,english,695,694
1578,2016-12-28,2016-12,21808,docx,United States,Pennsylvania State University,HIGHER,50920.0,biology,paper,4.0,0.94246,,0,english,696,695
1579,2016-12-09,2016-12,4657730,docx,Canada,University of Guelph,HIGHER,27890.0,biology,notes,17.0,0.95966,,0,english,697,696
1580,2017-06-20,2017-06,69581,pdf,South Korea,Ajou University,HIGHER,13884.0,mathematics,assessment,2.0,0.93954,,1,english,698,697
1581,2018-03-06,2018-03,26488,docx,Hong Kong,The Chinese University of Hong Kong,HIGHER,20608.0,english,notes,2.0,0.97653,,0,en,699,698
1582,2018-02-20,2018-02,13380,docx,United States,Gateway Community College,HIGHER,7876.0,english,paper,2.0,0.93792,,1,en,700,699
1583,2017-05-17,2017-05,130923,docx,United States,Florida Virtual High School,HIGH,215505.0,arts_&_humanities,paper,3.0,0.92211,,0,english,701,700
1584,2017-09-19,2017-09,81752,png,United States,Loyola Marymount University,HIGHER,10302.0,mathematics,assessment,1.0,0.8356100000000001,,1,english,702,701
1585,2017-10-10,2017-10,1406976,doc,United States,Capella University,HIGHER,37708.0,information_systems,notes,157.0,0.78662,,1,english,703,702
1586,2017-11-12,2017-11,86214,docx,United States,Michigan State University,HIGHER,55545.0,mathematics,assessment,5.0,0.96156,,1,,704,703
1587,2017-09-07,2017-09,12829,docx,Australia,The University of Newcastle,HIGHER,37677.0,marketing,paper,2.0,0.9353,,0,english,705,704
1588,2017-05-09,2017-05,702142,pdf,Brazil,Faculdade de Ciências Sociais e Aplicadas de Diamantino - UNED,HIGHER,15105.0,business,notes,3.0,0.96497,,0,portuguese,706,705
1589,2017-04-22,2017-04,873619,pdf,United States,"California State University, Fullerton",HIGHER,44790.0,mathematics,assessment,11.0,0.9490000000000001,,1,unknown,707,706
1590,2016-09-19,2016-09,83946,docx,United States,Loyola University New Orleans,HIGHER,4228.0,business,paper,5.0,0.97262,,1,english,708,707
1591,2017-10-13,2017-10,13345,docx,United States,DePaul University,HIGHER,27651.0,arts_&_humanities,paper,1.0,0.92177,,0,english,709,708
1592,2017-02-02,2017-02,14475,docx,United States,Normal Community High School,HIGH,1885.0,biology,paper,5.0,0.96963,,0,english,710,709
1593,2018-02-08,2018-02,1271808,doc,Mexico,Universidad TecMilenio,HIGHER,21000.0,business,paper,5.0,0.96088,,0,spanish,711,710
1594,2018-02-10,2018-02,3199212,docx,Mexico,Universidad TecMilenio,HIGHER,21000.0,arts_&_humanities,paper,8.0,0.96379,,0,spanish,712,711
1595,2017-02-15,2017-02,816453,pdf,Vietnam,University of Economics Ho Chi Minh City,HIGHER,51500.0,business,assessment,54.0,0.8976799999999999,1.0,0,english,713,712
1596,2017-02-21,2017-02,13836,docx,United States,Fayetteville Technical Community College,HIGHER,18989.0,english,paper,1.0,0.88755,,0,english,714,713
1597,2016-08-23,2016-08,18176,docx,United States,Grantham University,HIGHER,7752.0,communications,paper,3.0,0.94816,,0,english,715,714
1598,2017-04-23,2017-04,61952,doc,United States,"University of Houston, Victoria",HIGHER,5188.0,information_systems,assessment,14.0,0.92042,1.0,0,english,716,715
1599,2016-11-15,2016-11,20480,doc,United States,Florida State College at Jacksonville,HIGHER,18789.0,history,paper,2.0,0.93245,,0,english,717,716
1600,2018-02-05,2018-02,15232,docx,United States,"Colorado State University, Global Campus",HIGHER,8035.0,medicine,paper,2.0,0.9587,,1,english,718,717
